YEAR,REGION,CROP,UNIT,YIELD,HUMIDITY,RAINFALL,TEMPERATURE
1965,Eswatini,Rice,100 g/ha,27009.0,64.82,654.01,19.17
1966,Eswatini,Rice,100 g/ha,29612.0,65.72,701.7,19.53
1967,Eswatini,Rice,100 g/ha,27660.0,69.33,888.29,19.04
1968,Eswatini,Rice,100 g/ha,23967.0,68.18,890.54,18.43
1969,Eswatini,Rice,100 g/ha,28218.0,69.22,936.5,19.46
1970,Eswatini,Rice,100 g/ha,30540.0,64.63,756.4,19.76
1971,Eswatini,Rice,100 g/ha,29992.0,67.82,877.56,19.27
1972,Eswatini,Rice,100 g/ha,33190.0,68.52,869.79,19.24
1973,Eswatini,Rice,100 g/ha,34164.0,68.46,1102.62,19.19
1974,Eswatini,Rice,100 g/ha,32676.0,66.57,908.2,19.55
1975,Eswatini,Rice,100 g/ha,27390.0,73.12,1259.9,18.69
1976,Eswatini,Rice,100 g/ha,27216.0,70.99,1012.29,19
1977,Eswatini,Rice,100 g/ha,26316.0,71.58,1130.34,19.62
1978,Eswatini,Rice,100 g/ha,26316.0,73.28,1013.88,19.26
1979,Eswatini,Rice,100 g/ha,26316.0,71.19,833.99,19.41
1980,Eswatini,Rice,100 g/ha,26316.0,70.56,782.67,19.15
1981,Eswatini,Rice,100 g/ha,25000.0,72.19,868.7,18.81
1982,Eswatini,Rice,100 g/ha,32087.0,70.64,664.8,19.3
1983,Eswatini,Rice,100 g/ha,34706.0,68.36,692.32,20
1984,Eswatini,Rice,100 g/ha,87254.0,74.91,1162.46,18.74
1985,Eswatini,Rice,100 g/ha,75000.0,71.07,968.24,19.6
1986,Eswatini,Rice,100 g/ha,75000.0,68.3,793.81,19.63
1987,Eswatini,Rice,100 g/ha,75000.0,69.74,901,19.83
1988,Eswatini,Rice,100 g/ha,75000.0,69.38,961.74,19.42
1989,Eswatini,Rice,100 g/ha,75000.0,69.09,933.88,19.36
1990,Eswatini,Rice,100 g/ha,91492.0,70.77,964.69,19.15
1991,Eswatini,Rice,100 g/ha,75000.0,69.74,899.74,19.48
1992,Eswatini,Rice,100 g/ha,61614.0,61.88,568.04,20.6
1993,Eswatini,Rice,100 g/ha,50000.0,70.16,715.9,19.71
1994,Eswatini,Rice,100 g/ha,54965.0,66.41,653.56,19.03
1995,Eswatini,Rice,100 g/ha,53140.0,72.86,924.11,19.02
1996,Eswatini,Rice,100 g/ha,46491.0,73.19,947.09,19.02
1997,Eswatini,Rice,100 g/ha,51375.0,74.36,1152.61,18.96
1998,Eswatini,Rice,100 g/ha,70000.0,71.77,975.06,19.74
1999,Eswatini,Rice,100 g/ha,33333.0,72.58,957.19,19.67
2000,Eswatini,Rice,100 g/ha,34000.0,76.89,1448.84,18.91
2001,Eswatini,Rice,100 g/ha,37643.0,73.43,1072.98,19.47
2002,Eswatini,Rice,100 g/ha,40489.0,67.89,664.82,19.63
2003,Eswatini,Rice,100 g/ha,41072.0,66.72,631.83,20.17
2004,Eswatini,Rice,100 g/ha,39639.0,70.64,1015.67,19.59
2005,Eswatini,Rice,100 g/ha,38206.0,69.95,795.64,19.93
2006,Eswatini,Rice,100 g/ha,37655.0,70.6,1047.6,19.38
2007,Eswatini,Rice,100 g/ha,37103.0,65.34,674.37,19.61
2008,Eswatini,Rice,100 g/ha,36551.0,69.22,776.2,19.45
2009,Eswatini,Rice,100 g/ha,35999.0,70.47,898.54,19.45
2010,Eswatini,Rice,100 g/ha,35447.0,69.43,1032.48,20.08
2011,Eswatini,Rice,100 g/ha,34895.0,66.18,849.27,19.67
2012,Eswatini,Rice,100 g/ha,34343.0,65.64,915.51,19.88
2013,Eswatini,Rice,100 g/ha,33791.0,67.48,913.22,19.45
2014,Eswatini,Rice,100 g/ha,33213.0,67.21,877.78,19.65
2015,Eswatini,Rice,100 g/ha,33671.0,65.93,584.11,20.7
2016,Eswatini,Rice,100 g/ha,32570.0,65.31,688.27,20.57
2017,Eswatini,Rice,100 g/ha,30940.0,68.15,906.53,19.79
2018,Eswatini,Rice,100 g/ha,30542.0,68.38,771.51,19.75
2019,Eswatini,Rice,100 g/ha,31617.0,67.84,765.26,20.31
2020,Eswatini,Rice,100 g/ha,32333.0,69.46,869.36,19.77
2021,Eswatini,Rice,100 g/ha,32044.0,69.45,1018.02,19.48
2022,Eswatini,Rice,100 g/ha,31754.0,72.12,1009.75,19.83
1970,Eswatini,Wheat,100 g/ha,27895.0,64.63,756.4,19.76
1971,Eswatini,Wheat,100 g/ha,45345.0,67.82,877.56,19.27
1972,Eswatini,Wheat,100 g/ha,30833.0,68.52,869.79,19.24
1973,Eswatini,Wheat,100 g/ha,29384.0,68.46,1102.62,19.19
1974,Eswatini,Wheat,100 g/ha,29378.0,66.57,908.2,19.55
1975,Eswatini,Wheat,100 g/ha,14684.0,73.12,1259.9,18.69
1976,Eswatini,Wheat,100 g/ha,20421.0,70.99,1012.29,19
1977,Eswatini,Wheat,100 g/ha,32500.0,71.58,1130.34,19.62
1978,Eswatini,Wheat,100 g/ha,32500.0,73.28,1013.88,19.26
1979,Eswatini,Wheat,100 g/ha,32500.0,71.19,833.99,19.41
1980,Eswatini,Wheat,100 g/ha,32500.0,70.56,782.67,19.15
1981,Eswatini,Wheat,100 g/ha,32500.0,72.19,868.7,18.81
1982,Eswatini,Wheat,100 g/ha,32500.0,70.64,664.8,19.3
1983,Eswatini,Wheat,100 g/ha,32500.0,68.36,692.32,20
1984,Eswatini,Wheat,100 g/ha,32500.0,74.91,1162.46,18.74
1985,Eswatini,Wheat,100 g/ha,32500.0,71.07,968.24,19.6
1986,Eswatini,Wheat,100 g/ha,32500.0,68.3,793.81,19.63
1987,Eswatini,Wheat,100 g/ha,32500.0,69.74,901,19.83
1988,Eswatini,Wheat,100 g/ha,32500.0,69.38,961.74,19.42
1989,Eswatini,Wheat,100 g/ha,32500.0,69.09,933.88,19.36
1990,Eswatini,Wheat,100 g/ha,39641.0,70.77,964.69,19.15
1991,Eswatini,Wheat,100 g/ha,20000.0,69.74,899.74,19.48
1992,Eswatini,Wheat,100 g/ha,16781.0,61.88,568.04,20.6
1993,Eswatini,Wheat,100 g/ha,16051.0,70.16,715.9,19.71
1994,Eswatini,Wheat,100 g/ha,14286.0,66.41,653.56,19.03
1995,Eswatini,Wheat,100 g/ha,15000.0,72.86,924.11,19.02
1996,Eswatini,Wheat,100 g/ha,15000.0,73.19,947.09,19.02
1997,Eswatini,Wheat,100 g/ha,15603.0,74.36,1152.61,18.96
1998,Eswatini,Wheat,100 g/ha,15909.0,71.77,975.06,19.74
1999,Eswatini,Wheat,100 g/ha,15000.0,72.58,957.19,19.67
2000,Eswatini,Wheat,100 g/ha,15000.0,76.89,1448.84,18.91
2001,Eswatini,Wheat,100 g/ha,15413.0,73.43,1072.98,19.47
2002,Eswatini,Wheat,100 g/ha,15392.0,67.89,664.82,19.63
2003,Eswatini,Wheat,100 g/ha,15428.0,66.72,631.83,20.17
2004,Eswatini,Wheat,100 g/ha,15438.0,70.64,1015.67,19.59
2005,Eswatini,Wheat,100 g/ha,15451.0,69.95,795.64,19.93
2006,Eswatini,Wheat,100 g/ha,15520.0,70.6,1047.6,19.38
2007,Eswatini,Wheat,100 g/ha,14773.0,65.34,674.37,19.61
2008,Eswatini,Wheat,100 g/ha,15660.0,69.22,776.2,19.45
2009,Eswatini,Wheat,100 g/ha,15000.0,70.47,898.54,19.45
2010,Eswatini,Wheat,100 g/ha,15000.0,69.43,1032.48,20.08
2011,Eswatini,Wheat,100 g/ha,16847.0,66.18,849.27,19.67
2012,Eswatini,Wheat,100 g/ha,20000.0,65.64,915.51,19.88
2013,Eswatini,Wheat,100 g/ha,20000.0,67.48,913.22,19.45
2014,Eswatini,Wheat,100 g/ha,19400.0,67.21,877.78,19.65
2015,Eswatini,Wheat,100 g/ha,17507.0,65.93,584.11,20.7
2016,Eswatini,Wheat,100 g/ha,18325.0,65.31,688.27,20.57
2017,Eswatini,Wheat,100 g/ha,18550.0,68.15,906.53,19.79
2018,Eswatini,Wheat,100 g/ha,18587.0,68.38,771.51,19.75
2019,Eswatini,Wheat,100 g/ha,17545.0,67.84,765.26,20.31
2020,Eswatini,Wheat,100 g/ha,18216.0,69.46,869.36,19.77
2021,Eswatini,Wheat,100 g/ha,18108.0,69.45,1018.02,19.48
2022,Eswatini,Wheat,100 g/ha,17952.0,72.12,1009.75,19.83
1961,Lesotho,Maize (corn),100 g/ha,8148.0,64.11,1200.2,10.92
1962,Lesotho,Maize (corn),100 g/ha,8148.0,59.1,1080.58,11.06
1963,Lesotho,Maize (corn),100 g/ha,8148.0,66.18,1300.19,10.3
1964,Lesotho,Maize (corn),100 g/ha,8148.0,62.7,1120.02,10.13
1965,Lesotho,Maize (corn),100 g/ha,7097.0,59.8,789.09,10.1
1966,Lesotho,Maize (corn),100 g/ha,7786.0,59.35,990.14,11.2
1967,Lesotho,Maize (corn),100 g/ha,7432.0,65.48,1157.87,10.39
1968,Lesotho,Maize (corn),100 g/ha,6822.0,64.23,984.19,9.93
1969,Lesotho,Maize (corn),100 g/ha,7174.0,62.22,969.49,10.83
1970,Lesotho,Maize (corn),100 g/ha,5146.0,57.91,1085.52,10.92
1971,Lesotho,Maize (corn),100 g/ha,5481.0,63.43,1187.81,10.49
1972,Lesotho,Maize (corn),100 g/ha,5364.0,62.48,1088.71,10.71
1973,Lesotho,Maize (corn),100 g/ha,6087.0,62.19,1090.11,10.53
1974,Lesotho,Maize (corn),100 g/ha,9448.0,69.82,1283.23,9.86
1975,Lesotho,Maize (corn),100 g/ha,6518.0,65.02,1200.91,10.17
1976,Lesotho,Maize (corn),100 g/ha,5792.0,68.28,1302.09,9.94
1977,Lesotho,Maize (corn),100 g/ha,15676.0,62.87,1184.17,10.94
1978,Lesotho,Maize (corn),100 g/ha,14080.0,64.81,1114.89,10.52
1979,Lesotho,Maize (corn),100 g/ha,11122.0,63.87,1100.96,10.85
1980,Lesotho,Maize (corn),100 g/ha,9571.0,57.83,869.67,11.01
1981,Lesotho,Maize (corn),100 g/ha,8467.0,61.73,1015.16,10.54
1982,Lesotho,Maize (corn),100 g/ha,7265.0,60.85,950.44,11.23
1983,Lesotho,Maize (corn),100 g/ha,7360.0,60.13,1036.04,11.64
1984,Lesotho,Maize (corn),100 g/ha,6800.0,60.45,932.92,11.02
1985,Lesotho,Maize (corn),100 g/ha,7822.0,59.6,1148.6,11.32
1986,Lesotho,Maize (corn),100 g/ha,7089.0,62.7,1246.55,11.11
1987,Lesotho,Maize (corn),100 g/ha,6664.0,65.29,1452.31,11.06
1988,Lesotho,Maize (corn),100 g/ha,9221.0,66.86,1491.45,10.49
1989,Lesotho,Maize (corn),100 g/ha,10476.0,66.25,1326.14,10.31
1990,Lesotho,Maize (corn),100 g/ha,11000.0,61.71,1007.81,10.61
1991,Lesotho,Maize (corn),100 g/ha,5408.0,61.36,1291.76,10.9
1992,Lesotho,Maize (corn),100 g/ha,5792.0,52.19,753.88,11.47
1993,Lesotho,Maize (corn),100 g/ha,8875.0,60.48,1181.61,11.12
1994,Lesotho,Maize (corn),100 g/ha,8629.0,59.07,959.53,10.27
1995,Lesotho,Maize (corn),100 g/ha,8126.0,60.04,1100.94,10.94
1996,Lesotho,Maize (corn),100 g/ha,12490.0,66.93,1325.65,10.06
1997,Lesotho,Maize (corn),100 g/ha,9857.0,65.36,1199.99,10.37
1998,Lesotho,Maize (corn),100 g/ha,13171.0,61.96,1116.09,11.34
1999,Lesotho,Maize (corn),100 g/ha,9410.0,60.73,1000.69,11.6
2000,Lesotho,Maize (corn),100 g/ha,6773.0,66.19,1276.25,10.66
2001,Lesotho,Maize (corn),100 g/ha,8913.0,65.93,1227.92,10.83
2002,Lesotho,Maize (corn),100 g/ha,8088.0,64.53,1147.41,10.97
2003,Lesotho,Maize (corn),100 g/ha,6439.0,58.78,941.32,11.59
2004,Lesotho,Maize (corn),100 g/ha,6347.0,62.03,1124.56,11.34
2005,Lesotho,Maize (corn),100 g/ha,7011.0,59.32,1065.7,11.7
2006,Lesotho,Maize (corn),100 g/ha,5567.0,66,1311.04,10.65
2007,Lesotho,Maize (corn),100 g/ha,4877.0,55.27,920.63,11.27
2008,Lesotho,Maize (corn),100 g/ha,4349.0,58.2,955.12,11.49
2009,Lesotho,Maize (corn),100 g/ha,4159.0,59.92,997.97,11.18
2010,Lesotho,Maize (corn),100 g/ha,9071.0,56.78,1092.66,11.95
2011,Lesotho,Maize (corn),100 g/ha,6344.0,60.34,1077.17,10.64
2012,Lesotho,Maize (corn),100 g/ha,6952.0,56.22,1025.32,11.21
2013,Lesotho,Maize (corn),100 g/ha,8227.0,50.92,883.71,11.64
2014,Lesotho,Maize (corn),100 g/ha,6786.0,54,1024.35,11.6
2015,Lesotho,Maize (corn),100 g/ha,6571.0,50.18,761.44,12.62
2016,Lesotho,Maize (corn),100 g/ha,4680.0,54.76,1028.77,12.29
2017,Lesotho,Maize (corn),100 g/ha,10409.0,53.25,938.57,11.79
2018,Lesotho,Maize (corn),100 g/ha,8684.0,53.69,896.25,11.74
2019,Lesotho,Maize (corn),100 g/ha,7688.0,48.03,798.42,13.01
2020,Lesotho,Maize (corn),100 g/ha,4569.0,54.99,1190.31,11.71
2021,Lesotho,Maize (corn),100 g/ha,10252.0,56.84,1232.74,11.31
2022,Lesotho,Maize (corn),100 g/ha,8046.0,61.67,1330.86,11.59
1961,Lesotho,Wheat,100 g/ha,8648.0,64.11,1200.2,10.92
1962,Lesotho,Wheat,100 g/ha,7857.0,59.1,1080.58,11.06
1963,Lesotho,Wheat,100 g/ha,7857.0,66.18,1300.19,10.3
1964,Lesotho,Wheat,100 g/ha,7714.0,62.7,1120.02,10.13
1965,Lesotho,Wheat,100 g/ha,7163.0,59.8,789.09,10.1
1966,Lesotho,Wheat,100 g/ha,8146.0,59.35,990.14,11.2
1967,Lesotho,Wheat,100 g/ha,6812.0,65.48,1157.87,10.39
1968,Lesotho,Wheat,100 g/ha,6503.0,64.23,984.19,9.93
1969,Lesotho,Wheat,100 g/ha,6271.0,62.22,969.49,10.83
1970,Lesotho,Wheat,100 g/ha,6561.0,57.91,1085.52,10.92
1971,Lesotho,Wheat,100 g/ha,6093.0,63.43,1187.81,10.49
1972,Lesotho,Wheat,100 g/ha,2256.0,62.48,1088.71,10.71
1973,Lesotho,Wheat,100 g/ha,4800.0,62.19,1090.11,10.53
1974,Lesotho,Wheat,100 g/ha,7442.0,69.82,1283.23,9.86
1975,Lesotho,Wheat,100 g/ha,8225.0,65.02,1200.91,10.17
1976,Lesotho,Wheat,100 g/ha,7990.0,68.28,1302.09,9.94
1977,Lesotho,Wheat,100 g/ha,14728.0,62.87,1184.17,10.94
1978,Lesotho,Wheat,100 g/ha,13590.0,64.81,1114.89,10.52
1979,Lesotho,Wheat,100 g/ha,9525.0,63.87,1100.96,10.85
1980,Lesotho,Wheat,100 g/ha,9738.0,57.83,869.67,11.01
1981,Lesotho,Wheat,100 g/ha,8525.0,61.73,1015.16,10.54
1982,Lesotho,Wheat,100 g/ha,6053.0,60.85,950.44,11.23
1983,Lesotho,Wheat,100 g/ha,5106.0,60.13,1036.04,11.64
1984,Lesotho,Wheat,100 g/ha,5803.0,60.45,932.92,11.02
1985,Lesotho,Wheat,100 g/ha,5082.0,59.6,1148.6,11.32
1986,Lesotho,Wheat,100 g/ha,5786.0,62.7,1246.55,11.11
1987,Lesotho,Wheat,100 g/ha,6719.0,65.29,1452.31,11.06
1988,Lesotho,Wheat,100 g/ha,6433.0,66.86,1491.45,10.49
1989,Lesotho,Wheat,100 g/ha,6804.0,66.25,1326.14,10.31
1990,Lesotho,Wheat,100 g/ha,8118.0,61.71,1007.81,10.61
1991,Lesotho,Wheat,100 g/ha,1959.0,61.36,1291.76,10.9
1992,Lesotho,Wheat,100 g/ha,8580.0,52.19,753.88,11.47
1993,Lesotho,Wheat,100 g/ha,7330.0,60.48,1181.61,11.12
1994,Lesotho,Wheat,100 g/ha,4199.0,59.07,959.53,10.27
1995,Lesotho,Wheat,100 g/ha,6166.0,60.04,1100.94,10.94
1996,Lesotho,Wheat,100 g/ha,14108.0,66.93,1325.65,10.06
1997,Lesotho,Wheat,100 g/ha,16291.0,65.36,1199.99,10.37
1998,Lesotho,Wheat,100 g/ha,14810.0,61.96,1116.09,11.34
1999,Lesotho,Wheat,100 g/ha,7388.0,60.73,1000.69,11.6
2000,Lesotho,Wheat,100 g/ha,6547.0,66.19,1276.25,10.66
2001,Lesotho,Wheat,100 g/ha,20515.0,65.93,1227.92,10.83
2002,Lesotho,Wheat,100 g/ha,7172.0,64.53,1147.41,10.97
2003,Lesotho,Wheat,100 g/ha,5879.0,58.78,941.32,11.59
2004,Lesotho,Wheat,100 g/ha,6401.0,62.03,1124.56,11.34
2005,Lesotho,Wheat,100 g/ha,7234.0,59.32,1065.7,11.7
2006,Lesotho,Wheat,100 g/ha,3602.0,66,1311.04,10.65
2007,Lesotho,Wheat,100 g/ha,2002.0,55.27,920.63,11.27
2008,Lesotho,Wheat,100 g/ha,1314.0,58.2,955.12,11.49
2009,Lesotho,Wheat,100 g/ha,2302.0,59.92,997.97,11.18
2010,Lesotho,Wheat,100 g/ha,14693.0,56.78,1092.66,11.95
2011,Lesotho,Wheat,100 g/ha,9965.0,60.34,1077.17,10.64
2012,Lesotho,Wheat,100 g/ha,8641.0,56.22,1025.32,11.21
2013,Lesotho,Wheat,100 g/ha,12345.0,50.92,883.71,11.64
2014,Lesotho,Wheat,100 g/ha,9104.0,54,1024.35,11.6
2015,Lesotho,Wheat,100 g/ha,8499.0,50.18,761.44,12.62
2016,Lesotho,Wheat,100 g/ha,5937.0,54.76,1028.77,12.29
2017,Lesotho,Wheat,100 g/ha,12934.0,53.25,938.57,11.79
2018,Lesotho,Wheat,100 g/ha,9391.0,53.69,896.25,11.74
2019,Lesotho,Wheat,100 g/ha,6248.0,48.03,798.42,13.01
2020,Lesotho,Wheat,100 g/ha,6970.0,54.99,1190.31,11.71
2021,Lesotho,Wheat,100 g/ha,4614.0,56.84,1232.74,11.31
2022,Lesotho,Wheat,100 g/ha,8107.0,61.67,1330.86,11.59
1961,Malawi,Maize (corn),100 g/ha,10188.0,72.82,1738.86,21.38
1962,Malawi,Maize (corn),100 g/ha,10625.0,68.54,1468.62,21.49
1963,Malawi,Maize (corn),100 g/ha,8974.0,70.64,1604.17,21.26
1964,Malawi,Maize (corn),100 g/ha,11211.0,67.77,1155.72,21.27
1965,Malawi,Maize (corn),100 g/ha,8725.0,69.89,1282.04,20.86
1966,Malawi,Maize (corn),100 g/ha,9314.0,69.23,1231.14,21.67
1967,Malawi,Maize (corn),100 g/ha,14699.0,71.88,1352.06,21.35
1968,Malawi,Maize (corn),100 g/ha,10197.0,68.26,1306.11,21.39
1969,Malawi,Maize (corn),100 g/ha,9904.0,68.6,1254.77,21.84
1970,Malawi,Maize (corn),100 g/ha,9000.0,68.22,1332.32,21.65
1971,Malawi,Maize (corn),100 g/ha,11802.0,69.88,1374.03,21.22
1972,Malawi,Maize (corn),100 g/ha,11909.0,71.37,1467.27,21.44
1973,Malawi,Maize (corn),100 g/ha,11146.0,69.15,1255.89,21.68
1974,Malawi,Maize (corn),100 g/ha,11532.0,72.45,1669.4,21.06
1975,Malawi,Maize (corn),100 g/ha,10000.0,69.5,1214.89,21.37
1976,Malawi,Maize (corn),100 g/ha,10980.0,70.81,1413.83,21.23
1977,Malawi,Maize (corn),100 g/ha,13210.0,70.69,1465.89,21.85
1978,Malawi,Maize (corn),100 g/ha,12374.0,72.51,1883.81,21.47
1979,Malawi,Maize (corn),100 g/ha,11998.0,71.45,1446.17,21.55
1980,Malawi,Maize (corn),100 g/ha,12232.0,70.72,1441.73,21.52
1981,Malawi,Maize (corn),100 g/ha,11318.0,70.38,1262.09,21.43
1982,Malawi,Maize (corn),100 g/ha,11792.0,72.59,1576.59,21.49
1983,Malawi,Maize (corn),100 g/ha,11710.0,69.24,1278.49,22.39
1984,Malawi,Maize (corn),100 g/ha,11911.0,71.03,1475.19,21.58
1985,Malawi,Maize (corn),100 g/ha,11835.0,72.05,1511.31,21.24
1986,Malawi,Maize (corn),100 g/ha,10849.0,72.57,1664.25,21.34
1987,Malawi,Maize (corn),100 g/ha,10164.0,68.7,1137.71,22.25
1988,Malawi,Maize (corn),100 g/ha,11718.0,71.12,1334.64,21.93
1989,Malawi,Maize (corn),100 g/ha,11878.0,71.75,1793.98,21.48
1990,Malawi,Maize (corn),100 g/ha,9993.0,69.19,1128.43,22.11
1991,Malawi,Maize (corn),100 g/ha,11419.0,70.74,1398.14,21.78
1992,Malawi,Maize (corn),100 g/ha,4802.0,67.16,1024.02,22.38
1993,Malawi,Maize (corn),100 g/ha,15327.0,69.99,1257.38,22
1994,Malawi,Maize (corn),100 g/ha,9209.0,67.91,1163.99,22.02
1995,Malawi,Maize (corn),100 g/ha,13517.0,67.42,1179.62,22.35
1996,Malawi,Maize (corn),100 g/ha,14433.0,68.86,1334.92,21.97
1997,Malawi,Maize (corn),100 g/ha,10959.0,71.42,1624.85,21.94
1998,Malawi,Maize (corn),100 g/ha,13711.0,68.42,1169.9,22.28
1999,Malawi,Maize (corn),100 g/ha,18109.0,70.48,1345.94,21.59
2000,Malawi,Maize (corn),100 g/ha,17428.0,71.84,1538.56,21.61
2001,Malawi,Maize (corn),100 g/ha,11845.0,70.07,1340.07,21.98
2002,Malawi,Maize (corn),100 g/ha,10460.0,70.48,1380.67,21.96
2003,Malawi,Maize (corn),100 g/ha,12259.0,70.73,1373.29,21.86
2004,Malawi,Maize (corn),100 g/ha,10460.0,72.14,1457.29,21.61
2005,Malawi,Maize (corn),100 g/ha,8093.0,66.89,996,22.4
2006,Malawi,Maize (corn),100 g/ha,14814.0,71.28,1458.26,21.88
2007,Malawi,Maize (corn),100 g/ha,26547.0,71.09,1498.38,21.88
2008,Malawi,Maize (corn),100 g/ha,16498.0,69.62,1349.9,21.62
2009,Malawi,Maize (corn),100 g/ha,22265.0,70.94,1361.05,21.87
2010,Malawi,Maize (corn),100 g/ha,20158.0,70.44,1320.45,22.27
2011,Malawi,Maize (corn),100 g/ha,22079.0,68.54,1281.75,22.16
2012,Malawi,Maize (corn),100 g/ha,21932.0,68.95,1382.67,22.09
2013,Malawi,Maize (corn),100 g/ha,21708.0,68.25,1357.83,22.21
2014,Malawi,Maize (corn),100 g/ha,23339.0,69.13,1354.06,22.27
2015,Malawi,Maize (corn),100 g/ha,16563.0,67.38,1258.67,22.58
2016,Malawi,Maize (corn),100 g/ha,14154.0,67.45,1218.64,22.66
2017,Malawi,Maize (corn),100 g/ha,20078.0,70.61,1505.64,22.35
2018,Malawi,Maize (corn),100 g/ha,16008.0,69.81,1458.33,22.26
2019,Malawi,Maize (corn),100 g/ha,19578.0,70.98,1612.3,22.43
2020,Malawi,Maize (corn),100 g/ha,20955.0,68.7,1342.73,22.48
2021,Malawi,Maize (corn),100 g/ha,24629.0,68.32,1282.48,22.28
2022,Malawi,Maize (corn),100 g/ha,21240.0,70.52,1650.93,21.97
1961,Malawi,Rice,100 g/ha,7179.0,72.82,1738.86,21.38
1962,Malawi,Rice,100 g/ha,7668.0,68.54,1468.62,21.49
1963,Malawi,Rice,100 g/ha,10341.0,70.64,1604.17,21.26
1964,Malawi,Rice,100 g/ha,9714.0,67.77,1155.72,21.27
1965,Malawi,Rice,100 g/ha,9072.0,69.89,1282.04,20.86
1966,Malawi,Rice,100 g/ha,6748.0,69.23,1231.14,21.67
1967,Malawi,Rice,100 g/ha,7595.0,71.88,1352.06,21.35
1968,Malawi,Rice,100 g/ha,8273.0,68.26,1306.11,21.39
1969,Malawi,Rice,100 g/ha,10750.0,68.6,1254.77,21.84
1970,Malawi,Rice,100 g/ha,11108.0,68.22,1332.32,21.65
1971,Malawi,Rice,100 g/ha,9625.0,69.88,1374.03,21.22
1972,Malawi,Rice,100 g/ha,9929.0,71.37,1467.27,21.44
1973,Malawi,Rice,100 g/ha,17000.0,69.15,1255.89,21.68
1974,Malawi,Rice,100 g/ha,14524.0,72.45,1669.4,21.06
1975,Malawi,Rice,100 g/ha,19250.0,69.5,1214.89,21.37
1976,Malawi,Rice,100 g/ha,20000.0,70.81,1413.83,21.23
1977,Malawi,Rice,100 g/ha,18889.0,70.69,1465.89,21.85
1978,Malawi,Rice,100 g/ha,19574.0,72.51,1883.81,21.47
1979,Malawi,Rice,100 g/ha,9778.0,71.45,1446.17,21.55
1980,Malawi,Rice,100 g/ha,9048.0,70.72,1441.73,21.52
1981,Malawi,Rice,100 g/ha,15762.0,70.38,1262.09,21.43
1982,Malawi,Rice,100 g/ha,16444.0,72.59,1576.59,21.49
1983,Malawi,Rice,100 g/ha,12777.0,69.24,1278.49,22.39
1984,Malawi,Rice,100 g/ha,15917.0,71.03,1475.19,21.58
1985,Malawi,Rice,100 g/ha,16468.0,72.05,1511.31,21.24
1986,Malawi,Rice,100 g/ha,16354.0,72.57,1664.25,21.34
1987,Malawi,Rice,100 g/ha,14905.0,68.7,1137.71,22.25
1988,Malawi,Rice,100 g/ha,14265.0,71.12,1334.64,21.93
1989,Malawi,Rice,100 g/ha,17866.0,71.75,1793.98,21.48
1990,Malawi,Rice,100 g/ha,14903.0,69.19,1128.43,22.11
1991,Malawi,Rice,100 g/ha,19237.0,70.74,1398.14,21.78
1992,Malawi,Rice,100 g/ha,13046.0,67.16,1024.02,22.38
1993,Malawi,Rice,100 g/ha,16834.0,69.99,1257.38,22
1994,Malawi,Rice,100 g/ha,15195.0,67.91,1163.99,22.02
1995,Malawi,Rice,100 g/ha,15635.0,67.42,1179.62,22.35
1996,Malawi,Rice,100 g/ha,17619.0,68.86,1334.92,21.97
1997,Malawi,Rice,100 g/ha,16273.0,71.42,1624.85,21.94
1998,Malawi,Rice,100 g/ha,16409.0,68.42,1169.9,22.28
1999,Malawi,Rice,100 g/ha,20279.0,70.48,1345.94,21.59
2000,Malawi,Rice,100 g/ha,16451.0,71.84,1538.56,21.61
2001,Malawi,Rice,100 g/ha,18576.0,70.07,1340.07,21.98
2002,Malawi,Rice,100 g/ha,16425.0,70.48,1380.67,21.96
2003,Malawi,Rice,100 g/ha,16212.0,70.73,1373.29,21.86
2004,Malawi,Rice,100 g/ha,11681.0,72.14,1457.29,21.61
2005,Malawi,Rice,100 g/ha,8424.0,66.89,996,22.4
2006,Malawi,Rice,100 g/ha,17576.0,71.28,1458.26,21.88
2007,Malawi,Rice,100 g/ha,19481.0,71.09,1498.38,21.88
2008,Malawi,Rice,100 g/ha,18200.0,69.62,1349.9,21.62
2009,Malawi,Rice,100 g/ha,21259.0,70.94,1361.05,21.87
2010,Malawi,Rice,100 g/ha,18631.0,70.44,1320.45,22.27
2011,Malawi,Rice,100 g/ha,19125.0,68.54,1281.75,22.16
2012,Malawi,Rice,100 g/ha,18453.0,68.95,1382.67,22.09
2013,Malawi,Rice,100 g/ha,19174.0,68.25,1357.83,22.21
2014,Malawi,Rice,100 g/ha,19585.0,69.13,1354.06,22.27
2015,Malawi,Rice,100 g/ha,16946.0,67.38,1258.67,22.58
2016,Malawi,Rice,100 g/ha,15604.0,67.45,1218.64,22.66
2017,Malawi,Rice,100 g/ha,18662.0,70.61,1505.64,22.35
2018,Malawi,Rice,100 g/ha,17557.0,69.81,1458.33,22.26
2019,Malawi,Rice,100 g/ha,18807.0,70.98,1612.3,22.43
2020,Malawi,Rice,100 g/ha,19989.0,68.7,1342.73,22.48
2021,Malawi,Rice,100 g/ha,20395.0,68.32,1282.48,22.28
2022,Malawi,Rice,100 g/ha,19396.0,70.52,1650.93,21.97
1961,Malawi,Wheat,100 g/ha,15000.0,72.82,1738.86,21.38
1962,Malawi,Wheat,100 g/ha,15000.0,68.54,1468.62,21.49
